booking_id,booking_date,persona,user_id,source,destination_city,craft_interest,participants,price_per_person,status,gross_booking_value,artisan_payout,rating,repeat_customer,assigned_team
CRB5372,2026-07-08,Sofia Martinez,u2807,Google Search,Khurja,Blue Pottery,6,2200,Completed,13200,10560.0,4.1,No,Traveler Success
CRB5373,2026-07-08,Rahul Mehta,u2812,Travel Blog,Udaipur,Block Printing,12,2500,Completed,30000,24000.0,4.2,No,Traveler Success
CRB5374,2026-07-08,Priya Sharma,u2820,Instagram,Udaipur,Weaving,1,2500,Completed,2500,2000.0,3.9,No,Revenue / Enterprise Team
CRB5375,2026-07-08,Sofia Martinez,u2830,Referral,Khurja,Weaving,2,3000,Completed,6000,4800.0,4.0,No,Customer Success
CRB5376,2026-07-08,Rahul Mehta,u2837,Google Search,Bangalore,Pottery,2,3000,Completed,6000,4800.0,3.9,No,Customer Success
CRB5377,2026-07-08,Priya Sharma,u2838,Referral,Varanasi,Blue Pottery,2,2500,Completed,5000,4000.0,5.0,No,Revenue / Enterprise Team
CRB5378,2026-07-08,Mark Thompson,u2839,Travel Blog,Khurja,Blue Pottery,2,1500,Completed,3000,2400.0,3.9,No,Traveler Success
CRB5379,2026-07-08,Ananya Reddy,u2842,Referral,Bangalore,Warli Painting,12,2000,Completed,24000,19200.0,4.9,No,Customer Success
CRB5380,2026-07-08,Rahul Mehta,u2845,Travel Blog,Khurja,Block Printing,2,2500,Completed,5000,4000.0,3.8,No,Traveler Success
CRB5381,2026-07-08,Sofia Martinez,u2846,Direct,Udaipur,Block Printing,10,2500,Completed,25000,20000.0,4.9,No,Revenue / Enterprise Team
CRB5382,2026-07-08,Ananya Reddy,u2848,Referral,Khurja,Weaving,12,1800,Completed,21600,17280.0,4.1,No,Revenue / Enterprise Team
CRB5383,2026-07-08,Rahul Mehta,u2850,Google Search,Udaipur,Block Printing,12,3500,Completed,42000,33600.0,4.9,Yes,Revenue / Enterprise Team
CRB5384,2026-07-08,Mark Thompson,u2856,Google Search,Khurja,Blue Pottery,2,2200,Completed,4400,3520.0,4.1,No,Customer Success
CRB5385,2026-07-08,Rahul Mehta,u2862,Travel Blog,Varanasi,Pottery,1,2000,Completed,2000,1600.0,4.8,No,Customer Success
CRB5386,2026-07-08,Ananya Reddy,u2872,Instagram,Jaipur,Blue Pottery,2,3000,Cancelled,6000,0,,No,Revenue / Enterprise Team
CRB5387,2026-07-08,Rahul Mehta,u2873,Travel Blog,Khurja,Block Printing,3,3000,Completed,9000,7200.0,4.9,No,Traveler Success
CRB5388,2026-07-08,Priya Sharma,u2876,Instagram,Khurja,Blue Pottery,3,2500,Completed,7500,6000.0,4.5,No,Revenue / Enterprise Team
CRB5389,2026-07-09,Rahul Mehta,u2885,Google Search,Khurja,Block Printing,6,3500,Completed,21000,16800.0,4.2,No,Revenue / Enterprise Team
CRB5390,2026-07-09,Rahul Mehta,u2894,Google Search,Varanasi,Weaving,10,2000,Completed,20000,16000.0,4.8,No,Customer Success
CRB5391,2026-07-09,Sofia Martinez,u2898,Instagram,Jaipur,Block Printing,4,1500,Completed,6000,4800.0,3.9,No,Traveler Success
CRB5392,2026-07-09,Priya Sharma,u2899,Direct,Varanasi,Warli Painting,4,2500,Completed,10000,8000.0,3.8,No,Customer Success
CRB5393,2026-07-09,Mark Thompson,u2900,Travel Blog,Khurja,Pottery,3,3000,No-show,9000,0,,No,Revenue / Enterprise Team
CRB5394,2026-07-09,Priya Sharma,u2903,Referral,Jaipur,Warli Painting,6,3500,Completed,21000,16800.0,4.2,Yes,Revenue / Enterprise Team
CRB5395,2026-07-09,Mark Thompson,u2909,Referral,Jaipur,Warli Painting,10,1800,Completed,18000,14400.0,4.6,No,Revenue / Enterprise Team
CRB5396,2026-07-09,Rahul Mehta,u2911,Direct,Khurja,Pottery,1,2500,Completed,2500,2000.0,4.7,No,Traveler Success
CRB5397,2026-07-09,Ananya Reddy,u2912,Referral,Varanasi,Pottery,4,1800,Cancelled,7200,0,,No,Traveler Success
CRB5398,2026-07-09,Mark Thompson,u2922,Travel Blog,Varanasi,Pottery,10,2200,Completed,22000,17600.0,4.7,Yes,Traveler Success
CRB5399,2026-07-09,Priya Sharma,u2925,Referral,Varanasi,Warli Painting,2,3000,Completed,6000,4800.0,4.2,No,Traveler Success
CRB5400,2026-07-09,Rahul Mehta,u2927,Referral,Bangalore,Weaving,12,1500,Completed,18000,14400.0,4.3,No,Revenue / Enterprise Team
CRB5401,2026-07-09,Priya Sharma,u2929,Google Search,Jaipur,Blue Pottery,10,3500,Completed,35000,28000.0,4.8,No,Customer Success
CRB5402,2026-07-09,Rahul Mehta,u2934,Direct,Jaipur,Pottery,6,3000,No-show,18000,0,,No,Traveler Success
CRB5403,2026-07-09,Rahul Mehta,u2937,Instagram,Khurja,Block Printing,1,2500,Completed,2500,2000.0,4.0,No,Customer Success
CRB5404,2026-07-09,Mark Thompson,u2942,Travel Blog,Jaipur,Warli Painting,2,1500,Completed,3000,2400.0,4.8,No,Customer Success
CRB5405,2026-07-09,Rahul Mehta,u2944,Direct,Khurja,Pottery,6,2500,Completed,15000,12000.0,4.8,Yes,Revenue / Enterprise Team
CRB5406,2026-07-09,Ananya Reddy,u2946,Google Search,Varanasi,Pottery,3,3500,Cancelled,10500,0,,No,Traveler Success
CRB5407,2026-07-09,Sofia Martinez,u2955,Google Search,Khurja,Blue Pottery,2,2500,Completed,5000,4000.0,4.6,No,Revenue / Enterprise Team
CRB5408,2026-07-09,Sofia Martinez,u2959,Direct,Khurja,Blue Pottery,6,1800,Completed,10800,8640.0,4.8,No,Traveler Success
CRB5409,2026-07-09,Mark Thompson,u2961,Referral,Udaipur,Weaving,12,1800,Completed,21600,17280.0,4.3,Yes,Revenue / Enterprise Team
CRB5410,2026-07-09,Ananya Reddy,u2973,Referral,Udaipur,Weaving,2,2000,Completed,4000,3200.0,4.8,No,Customer Success
CRB5411,2026-07-09,Sofia Martinez,u2979,Travel Blog,Bangalore,Block Printing,10,3500,Completed,35000,28000.0,4.4,No,Customer Success
CRB5412,2026-07-09,Ananya Reddy,u2984,Google Search,Jaipur,Weaving,12,2200,Completed,26400,21120.0,4.0,No,Revenue / Enterprise Team
CRB5413,2026-07-09,Ananya Reddy,u2990,Google Search,Varanasi,Warli Painting,1,2200,Completed,2200,1760.0,4.3,Yes,Revenue / Enterprise Team
CRB5414,2026-07-09,Sofia Martinez,u3002,Travel Blog,Udaipur,Blue Pottery,2,2000,Completed,4000,3200.0,4.9,Yes,Traveler Success
CRB5415,2026-07-09,Rahul Mehta,u3005,Instagram,Bangalore,Block Printing,2,1500,No-show,3000,0,,Yes,Traveler Success
CRB5416,2026-07-09,Ananya Reddy,u3007,Direct,Varanasi,Block Printing,2,2500,Completed,5000,4000.0,4.8,No,Revenue / Enterprise Team
CRB5417,2026-07-09,Sofia Martinez,u3016,Travel Blog,Bangalore,Block Printing,10,3500,Completed,35000,28000.0,4.2,No,Customer Success
CRB5418,2026-07-09,Rahul Mehta,u3025,Instagram,Khurja,Block Printing,6,1500,Completed,9000,7200.0,4.5,Yes,Traveler Success
CRB5419,2026-07-09,Ananya Reddy,u3026,Travel Blog,Khurja,Block Printing,6,1800,No-show,10800,0,,No,Customer Success
CRB5420,2026-07-09,Sofia Martinez,u3036,Google Search,Jaipur,Warli Painting,1,2200,Completed,2200,1760.0,3.8,No,Traveler Success
CRB5421,2026-07-09,Sofia Martinez,u3039,Direct,Khurja,Pottery,2,2000,Completed,4000,3200.0,4.0,No,Revenue / Enterprise Team
CRB5422,2026-07-09,Priya Sharma,u3042,Travel Blog,Jaipur,Blue Pottery,2,1800,Completed,3600,2880.0,3.9,No,Revenue / Enterprise Team
CRB5423,2026-07-09,Priya Sharma,u3044,Referral,Varanasi,Block Printing,10,1500,Completed,15000,12000.0,4.7,No,Revenue / Enterprise Team
CRB5424,2026-07-09,Sofia Martinez,u3055,Travel Blog,Khurja,Warli Painting,3,3500,Completed,10500,8400.0,4.2,No,Customer Success
CRB5425,2026-07-09,Rahul Mehta,u3056,Referral,Khurja,Blue Pottery,4,3500,No-show,14000,0,,No,Traveler Success
CRB5426,2026-07-09,Priya Sharma,u3057,Google Search,Khurja,Weaving,10,1800,Cancelled,18000,0,,No,Customer Success
CRB5427,2026-07-09,Mark Thompson,u3059,Google Search,Udaipur,Warli Painting,12,1800,Completed,21600,17280.0,4.9,Yes,Revenue / Enterprise Team
CRB5428,2026-07-09,Sofia Martinez,u3062,Google Search,Khurja,Pottery,6,2500,Cancelled,15000,0,,No,Customer Success
CRB5429,2026-07-09,Priya Sharma,u3066,Referral,Khurja,Block Printing,1,1800,Completed,1800,1440.0,4.4,No,Customer Success
CRB5430,2026-07-09,Mark Thompson,u3067,Direct,Bangalore,Pottery,6,2000,No-show,12000,0,,Yes,Traveler Success
CRB5431,2026-07-09,Sofia Martinez,u3073,Instagram,Udaipur,Weaving,4,2000,Completed,8000,6400.0,3.8,Yes,Customer Success
CRB5432,2026-07-09,Mark Thompson,u3075,Instagram,Bangalore,Block Printing,10,1500,Completed,15000,12000.0,4.3,No,Customer Success
CRB5433,2026-07-09,Ananya Reddy,u3078,Instagram,Varanasi,Warli Painting,2,1800,Completed,3600,2880.0,4.0,Yes,Traveler Success
CRB5434,2026-07-09,Rahul Mehta,u3082,Instagram,Khurja,Block Printing,3,1800,Completed,5400,4320.0,4.2,No,Customer Success
CRB5435,2026-07-09,Priya Sharma,u3084,Direct,Jaipur,Blue Pottery,3,2000,Completed,6000,4800.0,5.0,Yes,Traveler Success
CRB5436,2026-07-09,Priya Sharma,u3088,Direct,Jaipur,Weaving,12,2000,Cancelled,24000,0,,No,Traveler Success
CRB5437,2026-07-09,Ananya Reddy,u3098,Google Search,Khurja,Warli Painting,12,1800,Completed,21600,17280.0,4.4,No,Revenue / Enterprise Team
CRB5438,2026-07-09,Sofia Martinez,u3107,Instagram,Udaipur,Weaving,3,3500,Cancelled,10500,0,,No,Revenue / Enterprise Team
CRB5439,2026-07-09,Sofia Martinez,u3110,Google Search,Udaipur,Warli Painting,2,2200,Completed,4400,3520.0,3.9,No,Revenue / Enterprise Team
CRB5440,2026-07-09,Mark Thompson,u3112,Google Search,Varanasi,Block Printing,6,3500,Completed,21000,16800.0,4.7,No,Customer Success
CRB5441,2026-07-09,Priya Sharma,u3119,Referral,Jaipur,Weaving,4,1800,Completed,7200,5760.0,3.8,No,Revenue / Enterprise Team
CRB5442,2026-07-09,Mark Thompson,u3124,Google Search,Udaipur,Block Printing,2,3000,Completed,6000,4800.0,5.0,Yes,Customer Success
CRB5443,2026-07-09,Sofia Martinez,u3125,Referral,Jaipur,Blue Pottery,10,3000,Completed,30000,24000.0,4.8,No,Traveler Success
CRB5444,2026-07-09,Ananya Reddy,u3139,Google Search,Bangalore,Weaving,4,1800,Completed,7200,5760.0,4.1,No,Traveler Success
CRB5445,2026-07-09,Sofia Martinez,u3142,Google Search,Jaipur,Warli Painting,1,3500,Completed,3500,2800.0,3.8,No,Revenue / Enterprise Team
CRB5446,2026-07-10,Priya Sharma,u3143,Instagram,Jaipur,Weaving,6,1500,Completed,9000,7200.0,4.2,Yes,Customer Success
CRB5447,2026-07-10,Priya Sharma,u3150,Travel Blog,Khurja,Block Printing,4,3000,Completed,12000,9600.0,4.8,No,Traveler Success
CRB5448,2026-07-10,Sofia Martinez,u3151,Google Search,Udaipur,Block Printing,10,2500,No-show,25000,0,,No,Revenue / Enterprise Team
CRB5449,2026-07-10,Rahul Mehta,u3159,Travel Blog,Udaipur,Warli Painting,2,2500,Completed,5000,4000.0,4.7,No,Traveler Success
CRB5450,2026-07-10,Priya Sharma,u3168,Google Search,Bangalore,Block Printing,4,1500,Completed,6000,4800.0,4.6,No,Customer Success
CRB5451,2026-07-10,Sofia Martinez,u3169,Instagram,Udaipur,Weaving,6,2200,Completed,13200,10560.0,4.5,Yes,Revenue / Enterprise Team
CRB5452,2026-07-10,Rahul Mehta,u3170,Travel Blog,Jaipur,Blue Pottery,10,3500,Completed,35000,28000.0,4.6,No,Revenue / Enterprise Team
CRB5453,2026-07-10,Sofia Martinez,u3172,Instagram,Udaipur,Weaving,2,2200,Completed,4400,3520.0,4.5,Yes,Customer Success
CRB5454,2026-07-10,Mark Thompson,u3176,Direct,Udaipur,Warli Painting,12,1800,Cancelled,21600,0,,No,Traveler Success
CRB5455,2026-07-10,Mark Thompson,u3184,Direct,Jaipur,Blue Pottery,10,1500,Completed,15000,12000.0,4.9,No,Customer Success
CRB5456,2026-07-10,Sofia Martinez,u3185,Direct,Khurja,Pottery,3,2200,Completed,6600,5280.0,4.5,Yes,Revenue / Enterprise Team
CRB5457,2026-07-10,Rahul Mehta,u3186,Google Search,Bangalore,Blue Pottery,4,1800,Completed,7200,5760.0,4.2,Yes,Traveler Success
CRB5458,2026-07-10,Priya Sharma,u3189,Google Search,Udaipur,Blue Pottery,2,1800,Completed,3600,2880.0,4.0,No,Revenue / Enterprise Team
CRB5459,2026-07-10,Sofia Martinez,u3196,Instagram,Udaipur,Warli Painting,2,3500,Completed,7000,5600.0,4.3,No,Customer Success
CRB5460,2026-07-10,Mark Thompson,u3201,Referral,Bangalore,Warli Painting,4,3500,Completed,14000,11200.0,4.2,No,Revenue / Enterprise Team
CRB5461,2026-07-10,Ananya Reddy,u3205,Google Search,Varanasi,Warli Painting,2,1500,Completed,3000,2400.0,4.6,No,Traveler Success
CRB5462,2026-07-10,Ananya Reddy,u3207,Direct,Udaipur,Warli Painting,2,2200,Completed,4400,3520.0,3.8,No,Customer Success
CRB5463,2026-07-10,Rahul Mehta,u3215,Referral,Varanasi,Blue Pottery,4,2500,Completed,10000,8000.0,3.8,No,Traveler Success
CRB5464,2026-07-10,Ananya Reddy,u3216,Google Search,Udaipur,Pottery,4,3500,Completed,14000,11200.0,4.8,No,Customer Success
CRB5465,2026-07-10,Ananya Reddy,u3217,Direct,Khurja,Pottery,4,2200,Completed,8800,7040.0,4.3,No,Traveler Success
CRB5466,2026-07-10,Rahul Mehta,u3223,Direct,Udaipur,Pottery,10,2000,Completed,20000,16000.0,4.1,No,Traveler Success
CRB5467,2026-07-10,Mark Thompson,u3225,Travel Blog,Bangalore,Weaving,12,2200,Completed,26400,21120.0,4.1,No,Customer Success
CRB5468,2026-07-10,Priya Sharma,u3234,Google Search,Khurja,Block Printing,2,3500,Completed,7000,5600.0,4.0,No,Revenue / Enterprise Team
CRB5469,2026-07-10,Ananya Reddy,u3236,Referral,Khurja,Weaving,1,2200,Completed,2200,1760.0,4.0,No,Revenue / Enterprise Team
CRB5470,2026-07-10,Ananya Reddy,u3245,Referral,Varanasi,Block Printing,10,3500,Completed,35000,28000.0,4.8,No,Customer Success
CRB5471,2026-07-10,Priya Sharma,u3253,Direct,Khurja,Block Printing,4,1500,Completed,6000,4800.0,4.4,No,Customer Success
CRB5472,2026-07-10,Rahul Mehta,u3260,Instagram,Jaipur,Weaving,3,2200,Completed,6600,5280.0,4.3,No,Traveler Success
CRB5473,2026-07-10,Sofia Martinez,u3261,Instagram,Jaipur,Pottery,2,1800,Completed,3600,2880.0,4.9,Yes,Traveler Success
CRB5474,2026-07-10,Sofia Martinez,u3271,Direct,Varanasi,Weaving,2,3500,Completed,7000,5600.0,4.3,No,Customer Success
CRB5475,2026-07-10,Mark Thompson,u3272,Travel Blog,Jaipur,Weaving,12,2200,Completed,26400,21120.0,4.8,No,Revenue / Enterprise Team
CRB5476,2026-07-10,Rahul Mehta,u3276,Google Search,Jaipur,Block Printing,6,3000,Completed,18000,14400.0,4.2,Yes,Traveler Success
CRB5477,2026-07-10,Mark Thompson,u3287,Instagram,Jaipur,Block Printing,12,1800,Completed,21600,17280.0,4.7,No,Revenue / Enterprise Team
CRB5478,2026-07-10,Priya Sharma,u3289,Direct,Bangalore,Weaving,1,2000,Completed,2000,1600.0,3.9,No,Customer Success
CRB5479,2026-07-10,Mark Thompson,u3294,Referral,Khurja,Block Printing,4,1800,Completed,7200,5760.0,4.7,No,Revenue / Enterprise Team
CRB5480,2026-07-10,Sofia Martinez,u3304,Instagram,Khurja,Warli Painting,1,1800,No-show,1800,0,,No,Customer Success
CRB5481,2026-07-10,Mark Thompson,u3310,Instagram,Udaipur,Block Printing,2,1800,Cancelled,3600,0,,No,Revenue / Enterprise Team
CRB5482,2026-07-10,Mark Thompson,u3313,Direct,Bangalore,Block Printing,1,1800,Completed,1800,1440.0,4.7,No,Traveler Success
CRB5483,2026-07-10,Mark Thompson,u3324,Referral,Varanasi,Pottery,6,1500,No-show,9000,0,,No,Customer Success
CRB5484,2026-07-10,Priya Sharma,u3335,Instagram,Varanasi,Block Printing,2,1800,Completed,3600,2880.0,3.9,No,Customer Success
CRB5485,2026-07-10,Sofia Martinez,u3339,Instagram,Varanasi,Weaving,1,1500,Completed,1500,1200.0,4.8,Yes,Customer Success
CRB5486,2026-07-10,Priya Sharma,u3340,Google Search,Bangalore,Warli Painting,2,3000,Cancelled,6000,0,,Yes,Customer Success
CRB5487,2026-07-10,Rahul Mehta,u3343,Referral,Bangalore,Pottery,10,1800,Completed,18000,14400.0,4.0,No,Revenue / Enterprise Team
CRB5488,2026-07-10,Sofia Martinez,u3349,Instagram,Udaipur,Pottery,1,3000,Completed,3000,2400.0,4.6,Yes,Customer Success
CRB5489,2026-07-11,Mark Thompson,u3368,Referral,Bangalore,Blue Pottery,2,3000,Completed,6000,4800.0,4.1,No,Revenue / Enterprise Team
CRB5490,2026-07-11,Ananya Reddy,u3369,Travel Blog,Bangalore,Warli Painting,3,1800,Completed,5400,4320.0,4.2,No,Customer Success
CRB5491,2026-07-11,Rahul Mehta,u3370,Google Search,Udaipur,Warli Painting,2,1800,Completed,3600,2880.0,4.4,Yes,Traveler Success
CRB5492,2026-07-11,Mark Thompson,u3371,Direct,Udaipur,Pottery,1,2000,Completed,2000,1600.0,3.9,No,Traveler Success
CRB5493,2026-07-11,Priya Sharma,u3372,Instagram,Varanasi,Pottery,3,1500,Completed,4500,3600.0,4.0,No,Traveler Success
CRB5494,2026-07-11,Priya Sharma,u3375,Referral,Udaipur,Warli Painting,1,3000,Completed,3000,2400.0,4.0,No,Traveler Success
CRB5495,2026-07-11,Mark Thompson,u3376,Google Search,Khurja,Pottery,2,1500,Completed,3000,2400.0,4.0,No,Traveler Success
CRB5496,2026-07-11,Ananya Reddy,u3377,Instagram,Khurja,Blue Pottery,2,3000,Completed,6000,4800.0,3.9,No,Traveler Success
CRB5497,2026-07-11,Rahul Mehta,u3381,Google Search,Bangalore,Warli Painting,2,2500,Completed,5000,4000.0,4.2,No,Revenue / Enterprise Team
CRB5498,2026-07-11,Ananya Reddy,u3384,Instagram,Khurja,Warli Painting,2,1500,Completed,3000,2400.0,4.1,No,Traveler Success
CRB5499,2026-07-11,Ananya Reddy,u3385,Direct,Bangalore,Warli Painting,6,2500,Completed,15000,12000.0,4.2,No,Traveler Success
CRB5500,2026-07-11,Mark Thompson,u3387,Instagram,Bangalore,Pottery,2,3000,Completed,6000,4800.0,4.6,Yes,Traveler Success
CRB5501,2026-07-11,Priya Sharma,u3391,Instagram,Udaipur,Warli Painting,1,3000,Completed,3000,2400.0,4.3,No,Customer Success
CRB5502,2026-07-11,Ananya Reddy,u3392,Referral,Khurja,Block Printing,12,2000,Completed,24000,19200.0,3.9,No,Revenue / Enterprise Team
CRB5503,2026-07-11,Ananya Reddy,u3393,Direct,Jaipur,Weaving,1,1500,Completed,1500,1200.0,4.1,No,Customer Success
CRB5504,2026-07-11,Rahul Mehta,u3394,Referral,Jaipur,Weaving,10,2500,Completed,25000,20000.0,4.8,No,Customer Success
CRB5505,2026-07-11,Ananya Reddy,u3395,Referral,Jaipur,Weaving,1,2500,Completed,2500,2000.0,3.9,No,Customer Success
CRB5506,2026-07-11,Rahul Mehta,u3397,Instagram,Bangalore,Warli Painting,1,1500,Completed,1500,1200.0,4.4,Yes,Customer Success
CRB5507,2026-07-11,Mark Thompson,u3400,Direct,Jaipur,Blue Pottery,10,2500,Completed,25000,20000.0,4.4,No,Customer Success
CRB5508,2026-07-11,Priya Sharma,u3405,Referral,Jaipur,Pottery,6,2500,Completed,15000,12000.0,5.0,Yes,Customer Success
CRB5509,2026-07-11,Priya Sharma,u3412,Google Search,Varanasi,Pottery,2,2200,Completed,4400,3520.0,4.8,Yes,Revenue / Enterprise Team
CRB5510,2026-07-11,Ananya Reddy,u3414,Instagram,Bangalore,Block Printing,3,2200,Completed,6600,5280.0,4.2,Yes,Customer Success
CRB5511,2026-07-11,Priya Sharma,u3417,Travel Blog,Bangalore,Warli Painting,1,3500,Completed,3500,2800.0,4.7,No,Revenue / Enterprise Team
CRB5512,2026-07-11,Rahul Mehta,u3421,Direct,Varanasi,Pottery,2,3500,Completed,7000,5600.0,4.1,No,Traveler Success
CRB5513,2026-07-11,Priya Sharma,u3424,Google Search,Khurja,Warli Painting,4,2000,Completed,8000,6400.0,4.1,No,Traveler Success
CRB5514,2026-07-11,Sofia Martinez,u3425,Direct,Bangalore,Blue Pottery,1,3500,Completed,3500,2800.0,4.9,No,Revenue / Enterprise Team
CRB5515,2026-07-11,Priya Sharma,u3430,Google Search,Jaipur,Pottery,1,3500,Completed,3500,2800.0,4.3,No,Revenue / Enterprise Team
CRB5516,2026-07-11,Rahul Mehta,u3431,Travel Blog,Udaipur,Warli Painting,4,2000,Completed,8000,6400.0,4.1,Yes,Revenue / Enterprise Team
CRB5517,2026-07-11,Priya Sharma,u3433,Direct,Bangalore,Pottery,2,1500,Completed,3000,2400.0,4.6,Yes,Revenue / Enterprise Team
CRB5518,2026-07-11,Ananya Reddy,u3442,Google Search,Varanasi,Warli Painting,4,2500,Completed,10000,8000.0,4.0,No,Traveler Success
CRB5519,2026-07-11,Sofia Martinez,u3464,Direct,Khurja,Block Printing,1,1500,Cancelled,1500,0,,Yes,Revenue / Enterprise Team
CRB5520,2026-07-11,Ananya Reddy,u3465,Referral,Jaipur,Weaving,1,2200,Completed,2200,1760.0,4.6,No,Revenue / Enterprise Team
CRB5521,2026-07-11,Priya Sharma,u3466,Travel Blog,Khurja,Block Printing,1,2200,Completed,2200,1760.0,4.3,No,Traveler Success
CRB5522,2026-07-11,Mark Thompson,u3471,Direct,Varanasi,Block Printing,2,1800,No-show,3600,0,,No,Revenue / Enterprise Team
CRB5523,2026-07-11,Sofia Martinez,u3474,Google Search,Jaipur,Block Printing,10,1800,Completed,18000,14400.0,4.2,No,Revenue / Enterprise Team
CRB5524,2026-07-11,Rahul Mehta,u3475,Direct,Varanasi,Blue Pottery,4,2000,Completed,8000,6400.0,5.0,No,Traveler Success
CRB5525,2026-07-11,Ananya Reddy,u3477,Instagram,Udaipur,Weaving,4,3500,Completed,14000,11200.0,3.9,No,Revenue / Enterprise Team
CRB5526,2026-07-11,Sofia Martinez,u3479,Instagram,Udaipur,Warli Painting,4,2500,Cancelled,10000,0,,No,Revenue / Enterprise Team
CRB5527,2026-07-11,Mark Thompson,u3492,Direct,Khurja,Block Printing,12,3500,Completed,42000,33600.0,4.5,No,Customer Success
CRB5528,2026-07-11,Sofia Martinez,u3494,Instagram,Khurja,Pottery,1,2500,Completed,2500,2000.0,4.8,No,Revenue / Enterprise Team
CRB5529,2026-07-11,Mark Thompson,u3505,Instagram,Bangalore,Weaving,3,2000,Completed,6000,4800.0,3.8,No,Customer Success
CRB5530,2026-07-11,Mark Thompson,u3506,Direct,Varanasi,Blue Pottery,4,2500,Completed,10000,8000.0,4.8,No,Traveler Success
CRB5531,2026-07-11,Rahul Mehta,u3507,Direct,Udaipur,Blue Pottery,4,1800,Completed,7200,5760.0,4.0,No,Customer Success
CRB5532,2026-07-11,Sofia Martinez,u3509,Instagram,Varanasi,Blue Pottery,6,1800,Completed,10800,8640.0,5.0,No,Customer Success
CRB5533,2026-07-11,Rahul Mehta,u3513,Instagram,Bangalore,Blue Pottery,4,2200,Cancelled,8800,0,,No,Traveler Success
CRB5534,2026-07-11,Priya Sharma,u3520,Instagram,Varanasi,Weaving,3,3500,Completed,10500,8400.0,4.9,No,Customer Success
CRB5535,2026-07-11,Rahul Mehta,u3524,Instagram,Bangalore,Warli Painting,2,3500,Completed,7000,5600.0,4.0,No,Customer Success
CRB5536,2026-07-11,Rahul Mehta,u3528,Travel Blog,Varanasi,Weaving,6,3000,Completed,18000,14400.0,4.6,No,Customer Success
CRB5537,2026-07-11,Mark Thompson,u3532,Google Search,Bangalore,Pottery,2,3500,Completed,7000,5600.0,4.1,No,Customer Success
CRB5538,2026-07-11,Priya Sharma,u3541,Instagram,Khurja,Pottery,1,3000,Completed,3000,2400.0,4.3,Yes,Revenue / Enterprise Team
CRB5539,2026-07-11,Priya Sharma,u3542,Google Search,Udaipur,Weaving,6,1500,Completed,9000,7200.0,4.3,No,Traveler Success
CRB5540,2026-07-11,Sofia Martinez,u3544,Direct,Varanasi,Blue Pottery,1,2000,Completed,2000,1600.0,4.8,No,Revenue / Enterprise Team
CRB5541,2026-07-11,Rahul Mehta,u3546,Google Search,Udaipur,Block Printing,3,1800,Completed,5400,4320.0,4.1,No,Traveler Success
CRB5542,2026-07-11,Rahul Mehta,u3550,Direct,Bangalore,Pottery,3,3500,Completed,10500,8400.0,4.0,No,Customer Success
CRB5543,2026-07-11,Rahul Mehta,u3555,Direct,Udaipur,Block Printing,1,2000,Completed,2000,1600.0,4.4,No,Revenue / Enterprise Team
CRB5544,2026-07-11,Rahul Mehta,u3568,Google Search,Bangalore,Block Printing,6,3000,Completed,18000,14400.0,4.4,No,Traveler Success
CRB5545,2026-07-11,Sofia Martinez,u3571,Instagram,Khurja,Blue Pottery,3,1800,Completed,5400,4320.0,4.6,No,Customer Success
CRB5546,2026-07-11,Ananya Reddy,u3575,Referral,Bangalore,Blue Pottery,3,1500,Completed,4500,3600.0,4.3,Yes,Revenue / Enterprise Team
CRB5547,2026-07-11,Rahul Mehta,u3577,Referral,Khurja,Block Printing,10,3000,Completed,30000,24000.0,4.8,No,Traveler Success
CRB5548,2026-07-11,Rahul Mehta,u3581,Referral,Khurja,Warli Painting,12,1500,Completed,18000,14400.0,4.9,No,Revenue / Enterprise Team
CRB5549,2026-07-11,Priya Sharma,u3584,Instagram,Udaipur,Block Printing,12,2000,Completed,24000,19200.0,3.9,No,Customer Success
CRB5550,2026-07-11,Priya Sharma,u3585,Direct,Jaipur,Blue Pottery,2,2000,Completed,4000,3200.0,4.0,No,Revenue / Enterprise Team
CRB5551,2026-07-11,Sofia Martinez,u3586,Referral,Jaipur,Pottery,10,2200,Completed,22000,17600.0,4.3,No,Revenue / Enterprise Team
CRB5552,2026-07-11,Sofia Martinez,u3588,Referral,Varanasi,Weaving,12,3500,Completed,42000,33600.0,4.1,Yes,Traveler Success
CRB5553,2026-07-11,Rahul Mehta,u3592,Instagram,Udaipur,Pottery,2,3500,Completed,7000,5600.0,3.9,Yes,Revenue / Enterprise Team
CRB5554,2026-07-11,Priya Sharma,u3593,Instagram,Varanasi,Block Printing,12,1500,Completed,18000,14400.0,4.1,Yes,Customer Success
CRB5555,2026-07-11,Mark Thompson,u3594,Referral,Bangalore,Weaving,2,3000,Completed,6000,4800.0,4.3,No,Customer Success
CRB5556,2026-07-11,Ananya Reddy,u3595,Travel Blog,Udaipur,Warli Painting,1,2000,Completed,2000,1600.0,4.8,No,Traveler Success
CRB5557,2026-07-11,Priya Sharma,u3600,Direct,Jaipur,Block Printing,12,1500,Cancelled,18000,0,,Yes,Revenue / Enterprise Team
CRB5558,2026-07-11,Ananya Reddy,u3608,Instagram,Udaipur,Blue Pottery,1,2200,Completed,2200,1760.0,4.1,No,Customer Success
CRB5559,2026-07-11,Rahul Mehta,u3613,Direct,Khurja,Block Printing,1,3000,Completed,3000,2400.0,3.9,Yes,Traveler Success
